molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,lipinski
CHEMBL1802836,20.0,nM,COCC(F)Cn1cc(-c2cnc3ccc4ccc(NS(=O)(=O)N(C)C)cc4c(=O)c3c2)cn1,7.698970004336019,485.15330346799993,7,1,2.8145000000000007,True
CHEMBL3417480,20.0,nM,CN1CCN(CCCCOC(=O)Nc2cccc(Cn3nc(-n4ccc5ccc(F)cc54)ccc3=O)c2)CC1,7.698970004336019,532.259817136,8,1,3.950700000000002,True
CHEMBL3260962,20.0,nM,O=C(Nc1ccc(Oc2ncnc3[nH]ccc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,7.698970004336019,459.11429578,6,2,4.431600000000002,True
CHEMBL3818361,20.1,nM,COCCN1C(=O)COc2c1cnc1ccc(Sc3nnc4ccc(-c5cnn(C)c5)cn34)cc21,7.696803942579511,487.14265853200015,10,0,3.2010000000000014,True
CHEMBL3758780,20.1,nM,Cn1cc(-c2cnc(Nc3cccc(Cn4nc(-c5ccncc5)ccc4=O)c3)nc2)cn1,7.696803942579511,436.17600726,9,1,3.287700000000001,True
CHEMBL4871620,20.6,nM,Cn1cc(-c2ccc(NC(=O)c3cn(CC4CCOCC4)cc(-c4ccccc4)c3=O)cc2)c2c(N)ncnc21,7.686132779630847,534.2379388200001,8,2,4.725100000000003,True
CHEMBL3335763,21.0,nM,O=c1ccc(-c2cccc(C(F)(F)F)c2)nn1C[C@@H]1CN(c2ncc(-c3cnn(C4CCNCC4)c3)cn2)CCO1,7.67778070526608,566.2365568280002,10,1,3.4125000000000014,True
CHEMBL3335771,21.0,nM,CN1CCC(n2cc(-c3cnc(N4CCO[C@H](Cn5nc(-c6ccc(F)c(F)c6)ccc5=O)C4)nc3)cn2)CC1,7.67778070526608,548.2459786400001,10,0,3.014100000000001,True
CHEMBL3947404,21.0,nM,CCC(F)(F)C1=C(C#N)C(c2ccc3[nH]nc(C)c3c2)C(C#N)=C(C)N1,7.67778070526608,353.1452019840001,4,2,4.178680000000004,True
CHEMBL1098475,21.0,nM,O=C(Nc1ccccc1)c1cccnc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,7.67778070526608,439.144453036,5,3,5.885200000000003,True
CHEMBL3759319,21.2,nM,Cn1cc(-c2ccc(=O)n(Cc3cccc(Nc4ncc(-c5cncs5)cn4)c3)n2)cn1,7.673664139071248,442.1324281960001,10,1,3.3492000000000006,True
CHEMBL4459121,21.4,nM,CC(=O)Nc1cc(Oc2ccc(Nc3nccc4[nH]cc(-c5ccc(F)cc5)c(=O)c34)cc2F)ccn1,7.669586226650809,499.145595908,6,3,5.757600000000003,True
CHEMBL3775764,21.49,nM,Cc1c(C(=O)Nc2ccc(Oc3ccnc4[nH]ccc34)cc2)nnn1-c1ccc(F)c(F)c1,7.667763584508557,446.130280192,6,2,4.774820000000002,True
CHEMBL3775756,21.63,nM,Cc1c(C(=O)Nc2ccc(Oc3ccnc4[nH]ccc34)c(F)c2)nnn1-c1ccc(F)c(F)c1,7.6649434805609085,464.1208583800001,6,2,4.913920000000002,True
CHEMBL1098518,22.0,nM,Nc1cc(Oc2ccc(Nc3ncncc3C(=O)Nc3ccc(F)cc3F)cc2F)ccn1,7.657577319177793,452.1208583800001,7,3,4.659300000000003,True
CHEMBL2032273,22.0,nM,Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1-c1nc2cc(O)ccc2o1.O=C(O)C(F)(F)F,7.657577319177793,490.1576378119999,9,4,3.5989000000000013,True
CHEMBL4542687,22.0,nM,CC(=O)Nc1nc2ccc(Sc3nnc4ccc(-c5ccc(F)cc5)nn34)cc2s1,7.657577319177793,436.057629256,8,1,4.649700000000002,True
CHEMBL3414921,22.0,nM,COc1cnc2ccc([C@H](C)c3nnc4c(F)cc(-c5cc(C)ns5)cn34)cc2c1,7.657577319177793,419.12160941600007,7,0,5.008920000000003,True
CHEMBL556837,22.0,nM,O=S(=O)(c1cccc2nonc12)n1ccc2ncccc21,7.657577319177793,300.031711116,7,0,1.8095,True
CHEMBL3774740,22.33,nM,Cc1c(C(=O)Nc2ccc(Oc3ccnc4[nH]ccc34)cc2)nnn1-c1ccc(F)c(Cl)c1,7.651111276928562,462.100729652,6,2,5.289120000000002,True
CHEMBL4778544,22.74,nM,COc1cc2nccc(Oc3ccc(NC(=O)C(C)OC(=O)c4ccccc4)cc3F)c2cc1OC,7.643209539648284,490.154014676,7,1,5.367400000000004,True
CHEMBL3414734,23.0,nM,Fc1cc(-c2ccccc2)cn2c(C(F)(F)c3ccc4ncccc4c3)nnc12,7.638272163982407,390.10923107600007,4,0,5.223700000000004,True
CHEMBL549571,23.0,nM,O=S(=O)(c1cccc2nonc12)n1ccc2ncc(N3CCNCC3)cc21,7.638272163982407,384.1004593720001,9,1,1.2191,True
CHEMBL2431815,23.0,nM,C[C@@H](c1c[nH]c2ncccc12)c1nnc2ccc(-c3ccc(C#N)cc3)nn12,7.638272163982407,365.1388934800001,6,1,3.691080000000002,True
CHEMBL2431836,23.0,nM,CC(C)Nc1ccc2nnc([C@@H](C)c3ccc4ncccc4c3)n2n1,7.638272163982407,332.17494464000004,6,1,3.6446000000000014,True
CHEMBL3221111,23.3,nM,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc(C#N)c4)c3c2)CC1,7.632644078973981,425.182730364,5,1,4.489180000000004,True
CHEMBL3704006,24.0,nM,Cn1cc(-c2ccc3nnc(Sc4ccc5ncc(CN6CCOCC6)cc5c4)n3c2)cn1,7.619788758288394,457.1684793560001,9,0,3.661400000000001,True
CHEMBL3417478,24.0,nM,O=C(Nc1cccc(Cn2nc(-n3ccc4ccc(F)cc43)ccc2=O)c1)OCCCCN1CCOCC1,7.619788758288394,519.22818266,8,1,4.0355000000000025,True
CHEMBL1642133,24.0,nM,CNC(=O)c1cccc(Cl)c1Nc1nc(Nc2ccc3c(c2)CCN(CCOC)CC3)ncc1Cl,7.619788758288394,514.165079496,7,3,4.677200000000004,True
CHEMBL560575,24.0,nM,O=S(=O)(c1c(Cl)nc2sccn12)n1ccc2ncc(N3CCNCC3)cc21,7.619788758288394,422.03864340000007,9,1,2.0455,True
CHEMBL3660147,24.0,nM,Cn1cc(-c2ncc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,7.619788758288394,342.13414244800003,8,0,2.2183,True
CHEMBL1099175,24.0,nM,O=C(Nc1ccccc1Cl)c1cccnc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,7.619788758288394,473.105480684,5,3,6.538600000000002,True
CHEMBL1939491,24.0,nM,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)[C@H](NC(=O)N2CCCC2)CC3(C)C)ncc1Cl,7.619788758288394,594.226992784,7,5,4.909700000000004,True
CHEMBL1939494,24.0,nM,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)[C@@H](NC(=O)OC)CC3(C)C)ncc1Cl,7.619788758288394,555.1797082439999,8,5,4.460300000000003,True
CHEMBL2431832,24.0,nM,C[C@@H](c1ccc2ncccc2c1)c1nnc2ccc(-c3ccc(S(C)(=O)=O)cc3)nn12,7.619788758288394,429.1259458480001,7,0,3.8948000000000023,True
CHEMBL3334545,24.0,nM,Cn1cc(-c2cnc3nnn(Cc4ccc5nccn5n4)c3n2)cn1,7.619788758288394,332.12464038400003,10,0,0.7127999999999999,True
CHEMBL3959949,24.0,nM,Fc1cc(Nc2cc(Nc3cccc(Cl)c3)ncn2)ccc1Oc1ccncc1-c1cccnc1,7.619788758288394,484.121465096,7,2,7.005600000000004,True
CHEMBL3775092,24.14,nM,COc1ccc(-n2nnc(C(=O)Nc3ccc(Oc4ccnc5[nH]ccc45)c(F)c3)c2C)cc1,7.61726273423867,458.150266688,7,2,4.644320000000002,True
CHEMBL4858746,24.5,nM,Cn1cc(C(=O)Nc2ccc(-c3cn(C)c4ncnc(N)c34)cc2)c(=O)c(-c2ccc(F)cc2)c1,7.610833915635467,468.171002132,7,2,3.9746000000000015,True
CHEMBL1642137,25.0,nM,CCOC(=O)N1CCCOc2cc(Nc3ncc(Cl)c(Nc4c(F)cccc4C(=O)NC)n3)ccc21,7.602059991327962,514.1531591480001,8,3,4.861300000000004,True
CHEMBL3414740,25.0,nM,Fc1cc(-c2cnn(C3CC3)c2)cn2c(C(F)(F)c3ccc4ncccc4c3)nnc12,7.602059991327962,420.1310291400001,6,0,4.755100000000003,True
CHEMBL2431833,25.0,nM,C[C@@H](c1ccc2ncccc2c1)c1nnc2ccc(-c3ccc(N(C)C)nc3)nn12,7.602059991327962,395.18584367200015,7,0,3.952300000000003,True
CHEMBL4589505,25.17,nM,COc1cc2nccc(Oc3ccc(NC(=O)NS(=O)(=O)Cc4ccc(F)cc4)cc3F)c2cc1OC,7.599116784451637,529.1119128319999,7,2,4.974000000000004,True
CHEMBL2431817,25.4,nM,CCNc1ccc2nnc([C@@H](C)c3c[nH]c4ncccc34)n2n1,7.595166283380061,307.15454354400003,6,2,2.5842,True
CHEMBL3775275,25.42,nM,COc1ccc(-n2nnc(C(=O)Nc3ccc(Oc4ccnc5[nH]ccc45)cc3)c2C)cc1,7.59482445378201,440.1596885,7,2,4.505220000000002,True
CHEMBL1939486,26.0,nM,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)[C@H](NC(=O)C(F)(F)F)CC3(C)C)ncc1Cl,7.585026652029182,593.156528188,7,5,4.782800000000003,True
CHEMBL3972144,26.0,nM,Cc1n[nH]c2cc(F)c(C3C(C#N)=C(C(F)F)NC(C(F)F)=C3C#N)cc12,7.585026652029182,379.08563642,4,2,3.7827800000000016,True
CHEMBL3334544,26.0,nM,Cn1cc(-c2cnc3nnn(Cc4ccc5ncnn5c4)c3n2)cn1,7.585026652029182,332.12464038400003,10,0,0.7127999999999999,True
CHEMBL1642134,26.0,nM,CNC(=O)c1cccc(C)c1Nc1nc(Nc2ccc3c(c2)CCN(CCOC)CC3)ncc1Cl,7.585026652029182,494.21970191200006,7,3,4.332220000000004,True
CHEMBL1172131,26.0,nM,Cl.Nc1ncc(-c2cnn(C3CCN(C(=O)CO)CC3)c2)cc1-c1nc2ccccc2o1,7.585026652029182,454.152016276,8,2,2.913100000000001,True
CHEMBL4242360,26.3,nM,COc1ccc2c(OCc3nnc4sc(-c5ccncc5)nn34)ccnc2c1,7.580044251510242,390.0898946880001,9,0,3.3836000000000013,True
CHEMBL3357447,26.8,nM,CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2cccc(NC(=O)C(C)(C)N)c2)ncc1Cl,7.571865205971211,502.15538740400007,8,4,4.475100000000001,True
CHEMBL3260964,26.9,nM,CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)n2)c(F)c1,7.570247719997592,479.1405105280001,8,2,3.931200000000002,True
CHEMBL3928033,27.0,nM,CC1=C(C#N)C(c2ccc3[nH]ncc3c2)C(C#N)=C(C(F)(F)F)N1,7.568636235841012,329.08882998,4,2,3.3872600000000013,True
CHEMBL550158,27.0,nM,CC(C)(C)OC(=O)N1CCN(c2cnc3ccn(S(=O)(=O)c4c(Cl)nc5sccn45)c3c2)CC1,7.568636235841012,522.091072896,10,0,3.6930000000000014,True
CHEMBL3335761,27.0,nM,O=c1ccc(-c2cc(F)cc(F)c2)nn1C[C@@H]1CN(c2ncc(-c3cnn(C4CCNCC4)c3)cn2)CCO1,7.568636235841012,534.2303285760001,10,1,2.6719,True
CHEMBL2032276,27.0,nM,Cc1cc2oc(-c3cc(-c4cnn(C5CCNCC5)c4)cnc3N)nc2cc1O.O=C(O)C(F)(F)F,7.568636235841012,504.173287876,9,4,3.907320000000001,True
CHEMBL1922408,27.0,nM,O=c1[nH]ccc2c(Cc3nnc4ccc(N5CCCC5)nn34)cccc12,7.568636235841012,346.154209196,6,1,2.1568,True
CHEMBL1802833,27.0,nM,CN(C)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(CCCO)c4)cc3c(=O)c2c1,7.568636235841012,453.147075216,7,2,2.2124,True
CHEMBL1922407,27.0,nM,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5cnn(C6CCNCC6)c5)nn34)cccc12,7.568636235841012,426.19165732400006,8,2,2.3446,True
CHEMBL4250868,27.3,nM,COc1ccc2c(OCc3nnc4sc(-c5ccn(CC6CC6)c5)nn34)ccnc2c1,7.5638373529592435,432.13684488000007,9,0,4.200100000000003,True
CHEMBL3758647,27.9,nM,Cn1cc(-c2cnc(Nc3cccc(Cn4nc(-c5cccc(S(C)(=O)=O)c5)ccc4=O)c3)nc2)cn1,7.554395796726403,513.158308596,10,1,3.2962000000000016,True
CHEMBL2032296,28.0,nM,CC(=O)N1CCC(n2cc(-c3cnc(N)c(-c4nc5c(C)c(O)c(C)cc5o4)c3)cn2)CC1.O=C(O)C(F)(F)F,7.552841968657781,560.1995026239998,9,3,4.474640000000003,True
CHEMBL1615181,28.0,nM,O=C(CCc1ccc2ccc3ncc(-c4cnn(C5CCNCC5)c4)cc3c(=O)c2c1)NCc1ccccn1,7.552841968657781,518.2430242,7,2,4.180200000000002,True
CHEMBL1802912,28.0,nM,Cn1cc(-c2cnc3ccc4ccc(NS(=O)(=O)N5CC(F)C5)cc4c(=O)c3c2)cn1,7.552841968657781,439.111438656,6,1,2.4591000000000003,True
CHEMBL1939488,28.0,nM,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)[C@H](NC(=O)COC)CC3(C)C)ncc1Cl,7.552841968657781,569.195358308,8,5,3.866900000000003,True
CHEMBL2032153,28.0,nM,Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1-c1nc2ccc(-c3cccnc3)cc2o1.O=C(O)C(F)(F)F,7.552841968657781,551.189272288,9,3,4.955300000000004,True
CHEMBL1642144,28.0,nM,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)OCCCN3C(C)=O)ncc1Cl,7.552841968657781,484.142594464,7,3,4.251300000000002,True
CHEMBL3402758,28.0,nM,CN(C)CCCOc1cnc(-c2cccc(Cn3nc(-c4cccnc4)ccc3=O)c2)nc1,7.552841968657781,442.211724072,8,0,3.1411000000000016,True
CHEMBL3923094,28.0,nM,N#CC1=C(C(F)F)NC(C(F)F)=C(C#N)C1c1ccc2[nH]ncc2c1,7.552841968657781,347.0794081680001,4,2,3.335260000000001,True
CHEMBL4248266,28.6,nM,COc1cccc(-c2nn3c(COc4ccnc5cc(OC)ccc45)nnc3s2)c1,7.543633966870956,419.1052104040001,9,0,3.997200000000003,True
CHEMBL1922409,29.0,nM,O=c1[nH]ccc2c(Cc3nnc4ccc(N5CCCCC5)nn34)cccc12,7.537602002101044,360.16985926000007,6,1,2.546900000000001,True
CHEMBL4436706,29.0,nM,O=C(NCCN1CCOCC1)Nc1nc2ccc(Sc3nnc4cccnn34)cc2s1,7.537602002101044,456.1150638800001,10,2,2.3389,True
CHEMBL497119,29.0,nM,Oc1ccc(Cc2nnc3ccc(-c4ccco4)nn23)cc1,7.537602002101044,292.096025624,6,1,2.6807,True
CHEMBL3774854,29.27,nM,Cc1c(C(=O)Nc2ccc(Oc3ccnc4[nH]ccc34)c(F)c2)nnn1-c1ccc(F)c(Cl)c1,7.533577277566207,480.09130784000007,6,2,5.428220000000002,True
CHEMBL4535496,29.36,nM,COc1cc2nccc(Oc3ccc(NC(=O)NS(=O)(=O)Cc4cccc(F)c4)cc3F)c2cc1OC,7.532243948755967,529.1119128319999,7,2,4.974000000000004,True
CHEMBL4784332,30.0,nM,Clc1cccc(Nc2nn3c(Cc4ccc5ncccc5c4)nnc3s2)c1,7.522878745280337,392.061093096,7,1,4.721800000000002,True
CHEMBL453849,30.0,nM,CC(C)CCn1cccc(C(=O)Nc2ccc(Oc3ccnc4[nH]ccc34)c(F)c2)c1=O,7.522878745280337,434.1754188160001,5,2,4.954400000000004,True
CHEMBL4762193,30.0,nM,CC(c1ccc2ncccc2c1)c1nnc2sc(-c3cnn(C)c3)nn12,7.522878745280337,361.1109644800001,8,0,3.2863000000000016,True
CHEMBL500834,30.0,nM,COc1cc2nccc(Oc3ccc(-c4cnc(C(NC(=O)CN(C)C)c5ccccc5)n(C)c4=O)cc3F)c2cc1OC,7.522878745280337,597.238747344,9,1,4.711300000000005,True
CHEMBL1644809,30.0,nM,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)CCC3)ncc1Cl,7.522878745280337,454.13202978,6,4,4.3907000000000025,True
CHEMBL3334570,30.0,nM,C[C@H](c1ccn2nccc2c1)n1nnc2ncc(-c3cnn(CCO)c3)nc21,7.522878745280337,375.15560616400006,10,1,1.3340999999999998,True
CHEMBL400332,30.0,nM,Cc1c(OCCCN(C)C)cn2ncnc(Oc3ccc(NC(=O)c4c(F)cccc4F)cc3F)c12,7.522878745280337,499.183124288,7,1,4.830120000000004,True
CHEMBL255092,30.0,nM,Cc1c(OCCN2CCN(C)CC2)cn2ncnc(Oc3ccc(NC(=O)c4c(F)cccc4F)cc3F)c12,7.522878745280337,540.209673384,8,1,4.125820000000003,True
CHEMBL575713,30.0,nM,COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(c5ccccc5)C4=O)nc3)c2cc1OC,7.522878745280337,485.169918836,7,1,4.913400000000004,True
CHEMBL515659,31.0,nM,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc5nonc45)c3n2)CC1,7.508638306165727,443.16814292,8,1,3.548700000000002,True
CHEMBL3414730,31.0,nM,COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)cn34)ccnc2c1,7.508638306165727,382.1429758160001,6,0,4.532100000000003,True
CHEMBL3263991,31.0,nM,CC1CN(C)CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C4CC4)n3)cc21,7.508638306165727,497.1652238159999,7,2,5.144700000000004,True
CHEMBL4754711,31.0,nM,Cn1c(=O)c(C(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)nn(-c2ccc(F)cc2)c1=O,7.508638306165727,534.14632418,9,2,2.9975000000000014,True
CHEMBL3263992,31.0,nM,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(C)CC3)ncc1Cl,7.508638306165727,486.160472784,7,3,4.116700000000003,True
CHEMBL4247603,31.4,nM,COCCn1ccc(-c2nn3c(COc4ccnc5cc(OC)ccc45)nnc3s2)c1,7.503070351926786,436.1317595,10,0,3.4365000000000023,True
CHEMBL2032017,31.5,nM,COc1ccc2c(Oc3ccc(NC(=O)c4c(-c5cnccn5)n(C)n(-c5ccccc5)c4=O)nc3)ccnc2c1,7.501689446210399,545.1811522160001,10,1,4.629400000000003,True
CHEMBL3357455,31.7,nM,CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2cccc(NC(=O)CN3CCNCC3)c2)ncc1Cl,7.498940737782249,543.1819365000001,9,4,3.6430000000000016,True
CHEMBL1642136,32.0,nM,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)OCCCN3C(=O)OC)ncc1Cl,7.494850021680094,500.137509084,8,3,4.471200000000002,True
CHEMBL3334568,32.0,nM,C[C@H](c1ccc2nccn2c1)n1nnc2ncc(-c3cnn(C)c3)nc21,7.494850021680094,345.1450414800001,9,0,1.8788,True
CHEMBL2324117,32.0,nM,Cn1cc(-c2cnc3ccc4ccc(C(O)C(N)=O)cc4c(=O)c3c2)cn1,7.494850021680094,360.122240372,6,2,1.6673999999999995,True
CHEMBL2170957,32.0,nM,Oc1ccc(Cc2nnc3ncc(-c4ccc(F)cc4)nn23)cc1,7.494850021680094,321.10258822400004,6,1,2.6218000000000004,True
CHEMBL3414735,32.0,nM,Fc1cc(-c2ccccn2)cn2c(C(F)(F)c3ccc4ncccc4c3)nnc12,7.494850021680094,391.10448004400007,5,0,4.618700000000003,True
CHEMBL2324125,33.0,nM,Cn1cc(-c2cnc3ccc4ccc(CS(=O)(=O)Nc5ccccc5)cc4c(=O)c3c2)cn1,7.481486060122112,456.1256115,6,1,4.090600000000002,True
CHEMBL3263978,33.0,nM,CNC(=O)c1ccccc1Nc1nc(Nc2cc3c(cc2OC)CCN(C)CCCC3)ncc1Cl,7.481486060122112,494.21970191200006,7,3,4.796000000000004,True
CHEMBL3785106,33.5,nM,COC(=O)c1ccc2c(c1)oc(=O)n2CCOc1ccnc2cc(OC)ccc12,7.474955192963154,394.116486296,8,0,3.016900000000001,True
CHEMBL4062885,33.51,nM,Cc1ccc(C)c(-n2nc(C(=O)Nc3ccc(Oc4ccnc5[nH]ccc45)cc3)c(C)cc2=O)c1,7.474825572164729,465.180089596,6,2,5.078660000000005,True
