smiles,molecular_weight,n_hba,n_hbd,logp,lipinski,fingerprint_df,predicted_pIC50,cid,patentID
CC1=C(C(=O)N2C(=N1)N=C(N2)C(F)(F)F)CC3=CC=CC=C3Cl,342.04952328,4.0,1.0,2.989020000000001,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0
 0 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 0 1 1 0 1 1 1 1 1 0 0 1 0 1 0 1 1 1 0 0 1
 0 1 1 0 0 1 1 0 0 1 1 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 1 1 0 0
 1 0 1 1 0 0 1 1 1 0 0 0 1 1 1 1 1 1 0]",9.447169,6485734,None
CCCC1=C(C(=NC2=CC=NN21)CCC)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,437.23279386400014,6.0,1.0,5.072200000000005,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0
 1 0 0 1 1 0 0 1 0 1 1 1 0 1 1 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 1
 1 1 1 1 0 0 0 1 1 0 0 0 1 1 1 1 0 1 0]",9.430378,3074887,"['US-5389632-A', 'US5389632', 'US5389632A']"
C1=CC(=CC(=C1)Cl)CC2=C(N=C3N=CNN3C2=O)C(F)(F)F,328.033873216,4.0,1.0,2.6806,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0
 0 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 0 1 1 0 1 1 1 1 1 0 0 1 0 1 0 1 1 1 0 0 1
 0 1 1 0 0 0 1 0 0 1 1 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 1 1 0 0
 1 0 1 1 0 0 1 1 1 0 0 0 0 1 1 1 1 1 0]",9.429089,53389906,"['WO-2011114148-A1', 'WO2011114148A1']"
C1=CC=C(C=C1)C2=NC3=NN=NN3C=C2,197.070145224,5.0,0.0,1.1862999999999997,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0
 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 1 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0
 1 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0 1 0]",9.403117,1210990,"['JP-2006523647-A', 'TW-201925413-A']"
CCC1=NN=C2N1N=CC(=N2)C3=CC=CC=C3,225.101445352,5.0,0.0,1.7487,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 1 1 0 0 0 0
 1 0 0 1 0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0
 1 0 0 0 0 0 0 1 1 0 0 0 1 1 1 1 0 1 0]",9.399434,3070754,None
CC(C1=CC2=CC(=CN=C2C=C1)C3=CN(N=C3)C)N4C5=NC(=CN=C5N=N4)C6=CN(N=C6)C,436.18724064000014,10.0,0.0,3.1798,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0
 0 1 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0
 1 1 0 0 0 0 0 0 1 0 1 0 1 1 1 1 0 1 0]",9.391489,137640338,None
CC1=CC=C(C=C1)C2=NC3=NC(=CC(=O)N3N2)C(F)(F)F,294.07284556800005,4.0,1.0,2.41182,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0
 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1 1 1 1 0 0 1 0 0 0 1 1 1 0 0 1
 0 1 1 0 0 0 1 0 0 1 1 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0
 1 0 0 1 0 0 1 0 1 0 0 0 1 1 1 1 1 1 0]",9.388846,22433744,None
C1=CC=C(C=C1)C2=C(C(=O)N3C(=N2)N=C(N3)N)CC4=CC(=CC=C4)Cl,351.088687748,5.0,2.0,2.9110000000000014,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0
 0 0 0 1 0 1 1 0 0 1 1 0 0 1 0 0 0 1 1 0 1 1 1 1 1 0 0 1 0 1 0 1 1 1 0 0 1
 0 0 1 0 0 0 1 0 0 1 1 1 0 1 1 0 1 0 0 0 1 0 1 1 1 0 1 0 0 0 0 1 1 1 1 0 0
 1 0 1 1 0 0 1 1 1 0 1 0 0 1 1 1 1 1 0]",9.386498,155553131,None
CC1=CC(=O)N2C(=N1)N=C(N2)NC(CC#N)C3=CC(=CC=C3)Cl,328.083936716,6.0,2.0,2.4463,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0
 0 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 0 1 1 0 1 1 1 1 1 0 0 1 0 1 1 1 1 1 0 0 1
 1 0 1 0 0 0 1 0 0 1 1 1 0 1 1 0 1 0 0 0 1 0 1 1 1 0 1 0 0 0 0 1 1 0 1 0 0
 1 0 0 1 0 0 1 1 1 0 1 0 1 1 1 1 1 1 0]",9.367431,0,None
CC1(NC2=NC(=CC(=O)N2N1)O)C3=CC(=CC=C3)F,262.086603812,6.0,3.0,0.9299000000000002,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0
 0 0 0 1 0 1 1 0 0 1 0 0 0 1 0 1 0 0 1 0 1 1 1 1 1 0 0 1 0 0 0 1 1 1 0 0 1
 0 1 1 0 0 0 1 0 0 1 1 1 0 1 1 0 1 0 0 0 1 0 0 1 1 0 1 0 1 0 0 1 1 1 1 0 0
 1 0 0 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0]",9.358731,136377396,"['EP2396330A1', 'WO2010091808A1']"
CC1=CC=C(C=C1)C(C)N2C3=C4C=C(C=CC4=NC=C3N=N2)C5=CC(=NC=C5)C,379.1796956720001,5.0,0.0,5.267640000000005,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0
 0 1 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0
 1 1 0 0 0 0 0 0 1 0 1 0 1 1 1 1 0 1 0]",9.3559885,0,None
CC1=CC=C(C=C1)C2=NC3=NC(=CC(=O)N3N2)CC4=CC=CC=C4,316.132411132,4.0,1.0,2.983820000000001,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0
 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1 1 1 1 0 0 1 0 0 0 1 1 0 0 0 1
 1 0 1 0 0 0 1 0 0 1 1 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0
 1 0 0 1 0 0 1 1 1 0 0 0 1 1 1 1 1 1 0]",9.3546,155550040,None
CCC1=CC(=CC=C1)NC2=NC3=C(C=CC(=C3)C4=NNN=N4)C5=C2C=CS5,372.11571551200007,6.0,2.0,4.935600000000003,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
 0 0 0 1 0 1 1 1 0 1 0 0 0 0 1 0 0 1 0 0 1 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0
 0 0 0 1 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 1 1 0 1 0 1 0 1 0 0 0 0 1 0 0 1 0 0
 0 0 0 1 0 0 0 1 1 0 1 0 1 1 1 1 0 1 0]",9.342555,57664126,"['US-2009105233-A1', 'US-2009239859-A1', 'US-2009264423-A2', 'US-7956064-B2', 'US-8168651-B2', 'US20090105233', 'US20090105233A1', 'US20090239859', 'US20090239859A1', 'US20090264423', 'US20090264423A2', 'US20110263581A1', 'US20120208792A1', 'US7956064', 'US7956064B2', 'US8168651', 'US8168651B2', 'US9062043', 'US9062043B2', 'WO-2009108912-A1', 'WO2008028168A2']"
C1OC2=C(O1)C=C(C=C2)C3=NN=C(N3C4=CC=CC=C4)SCC(=O)O,355.062676896,7.0,1.0,2.8397,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0
 0 1 0 1 0 1 1 1 0 1 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 0
 0 0 1 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 0 1 0 1 1 1 1 0 1 0 1 1 1 0
 1 0 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0]",9.3335285,1217495,['WO2007047394A2']
CCN1C=C(N=C1CSC2=NN3C(=CC(=CC3=N2)C)C)C4=CC=CC=C4,363.151766672,6.0,0.0,4.521840000000004,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0
 0 1 0 1 0 1 1 1 0 1 0 1 0 0 1 0 0 0 0 0 1 0 1 0 1 0 1 1 0 0 0 1 1 0 1 0 0
 1 0 0 1 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 1 0 1 1 0 0
 1 1 1 0 0 1 0 1 1 0 1 0 1 1 1 1 0 1 0]",9.315417,44548937,"['BR-PI0915383-B1', 'CA-2728335-A1', 'CA-2728335-C', 'DK-2318394-T3', 'EA-018880-B1', 'EP-2318394-A1', 'EP-2318394-B1', 'EP2318394A1', 'EP2318394B1', 'ES-2456349-T3', 'JP-2011524381-A', 'JP-5930714-B2', 'JP2011524381A', 'KR-102025487-B1', 'KR-20110020845-A', 'NZ-589926-A', 'TW-I501965-B', 'US-2010016303-A1', 'US-2012135987-A1', 'US-2015025081-A1', 'US-2015190395-A1', 'US-8133897-B2', 'US-8865711-B2', 'US-9018217-B2', 'US-9592230-B2', 'US20100016303A1', 'US20120135987A1', 'US20150025081A1', 'US20150190395A1', 'US8133897B2', 'US8865711B2', 'US9018217', 'US9018217B2', 'US9592230B2', 'WO-2009152825-A1', 'WO2009152825A1']"
C1CC1C2=C(C(=O)N3C(=N2)N=CN3)CC4=CC(=CC=C4)Cl,300.077788716,4.0,1.0,2.539200000000001,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0
 0 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 0 1 1 0 1 1 1 1 1 0 0 1 0 1 0 1 1 1 0 0 1
 0 0 1 0 0 0 1 0 0 1 1 1 0 1 1 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 1 1 0 1
 1 0 1 1 0 0 1 1 1 0 0 0 0 1 1 1 1 1 0]",9.3095045,53389660,"['WO-2011114148-A1', 'WO2011114148A1']"
C1CN(CC=C1C2=CC3=C(C=C2F)N4C(CO3)C(OC4=O)CN5C=CN=N5)CCO,415.165582404,8.0,1.0,1.285,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0
 0 1 1 1 0 1 1 0 1 1 0 1 1 1 0 1 0 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1
 1 0 1 0 0 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1
 1 0 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0]",9.293453,0,None
CC1=CC=C(C=C1)C2=NC3=NN=C(N3N=C2)C(C)C,253.13274548,5.0,0.0,2.61812,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
 1 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 1 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0
 1 1 0 0 0 0 0 0 1 0 0 0 1 1 1 1 0 1 0]",9.285844,3070761,"['EP0088109A1', 'US4405619']"
CCC1=NC2=C(N1CC3=CC=C(C=C3)C4=C(C=NC5=CC=CC=C54)C6=NNN=N6)N=C(C=C2C)C,460.21239276800014,7.0,1.0,5.054140000000004,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
 0 1 0 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 1 0 0 0 1 0 0 1 0 0
 1 0 0 1 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 1 0 1 1 0 0
 1 1 1 1 0 1 0 1 1 0 1 0 1 1 1 1 0 1 0]",9.276542,10344235,"['KR-101259938-B1', 'KR-20120095133-A']"
CCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)N=C(C=C2C)C,409.20149373600015,6.0,1.0,4.5059400000000025,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
 0 1 0 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 1 0 0 0 1 0 0 1 0 0
 1 0 0 1 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 1 0 1 1 0 0
 1 1 1 1 0 1 0 1 1 0 1 0 1 1 1 1 0 1 0]",9.276542,183134,"['AU-2745199-A', 'AU-651264-B2', 'AU-729881-B2', 'CA-2017773-A1', 'CA-2052884-C', 'CA-2086647-A1', 'CA-2144047-C', 'CA-2250738-A1', 'CA-2318446-C', 'CA-2435047-A1', 'DE-69914460-T2', 'EP-0400974-A2', 'EP-0400974-A3', 'EP-0456510-A1', 'EP-0467715-A1', 'EP-0480659-A2', 'EP-0554098-A2', 'EP-0554098-B1', 'EP-0561876-A1', 'EP-0561876-B1', 'EP-0561878-A1', 'EP-0561895-A1', 'EP-0561896-A1', 'EP-0561901-A1', 'EP-0561905-A1', 'EP-0561939-A1', 'EP-0561939-B1', 'EP-0561977-A1', 'EP-0561977-B1', 'EP-0561979-A1', 'EP-0660713-A1', 'EP-0724387-A1', 'EP-0724387-B1', 'EP-1011430-A1', 'EP-1058541-A1', 'EP-1058541-B1', 'EP0480659A2', 'EP0480659B1', 'EP0525177A1', 'EP0525177A4', 'EP0554098A2', 'EP0554098B1', 'EP0561876B1', 'EP0561896A1', 'EP0561901A1', 'EP0561905A1', 'EP0561939A1', 'EP0561939B1', 'EP0561977B1', 'EP0561979A1', 'EP0577023A2', 'EP0577025A2', 'EP0636027A1', 'EP0636027B1', 'EP0660713A1', 'EP0720477A1', 'EP0720477A4', 'EP0724387B1', 'EP1011430A1', 'EP1058541A1', 'EP1058541B1', 'EP1368378A2', 'EP1368378A4', 'EP1389105A1', 'EP1627638A1', 'EP1746882A2', 'EP1778267A2', 'EP1851197A2', 'EP1853295A2', 'EP1855688A2', 'EP1858525A2', 'EP1858863A1', 'EP1861093A2', 'EP1865770A2', 'EP1877067A1', 'EP1877374A1', 'EP1885694A2', 'EP1940441A2', 'EP1942909A2', 'EP1943361A2', 'EP1954685A2', 'EP2007705A1', 'EP2010169A2', 'EP2024337A1', 'EP2152266A1', 'EP2170930A2', 'EP2170930B1', 'EP2170930B3', 'EP2296685B1', 'EP2321341A2', 'EP2328910A2', 'EP2328910B1', 'EP2342175A1', 'EP2342175B1', 'EP2506865B1', 'EP2681236A2', 'EP2825188A1', 'HU-226454-B1', 'JP-2004524834-A', 'JP-H05286972-A', 'JP-H11315034-A', 'JPH11315034A', 'LV-12585-B', 'NZ-245694-A', 'SK-11902000-A3', 'US-2001016594-A1', 'US-2001018448-A1', 'US-2001034360-A1', 'US-2001051615-A1', 'US-2002006949-A1', 'US-2002055490-A1', 'US-2002058686-A1', 'US-2002068759-A1', 'US-2002086893-A1', 'US-2002128300-A1', 'US-2002132840-A1', 'US-2002160985-A1', 'US-2003049643-A1', 'US-2003050285-A1', 'US-2003069293-A1', 'US-2003096851-A1', 'US-2003166700-A1', 'US-2003187044-A1', 'US-2003198676-A1', 'US-2003199424-A1', 'US-2004053903-A1', 'US-2004067915-A1', 'US-2004102423-A1', 'US-2009299177-A1', 'US-5049565-A', 'US-5057522-A', 'US-5102880-A', 'US-5132216-A', 'US-5157026-A', 'US-5194379-A', 'US-5260322-A', 'US-5332744-A', 'US-5334718-A', 'US-5387601-A', 'US-5660813-A', 'US-6028091-A', 'US-6034114-A', 'US-6158438-A', 'US-6531482-B1', 'US-6589547-B1', 'US-6653306-B1', 'US-6984633-B2', 'US-7279324-B2', 'US-7294344-B2', 'US05334718', 'US20010016594', 'US20010016594A1', 'US20010018448', 'US20010018448A1', 'US20010034360', 'US20010034360A1', 'US20010051615', 'US20010051615A1', 'US20020006949', 'US20020006949A1', 'US20020055490', 'US20020055490A1', 'US20020058686', 'US20020058686A1', 'US20020068759', 'US20020068759A1', 'US20020086893', 'US20020086893A1', 'US20020128300', 'US20020128300A1', 'US20020132840', 'US20020132840A1', 'US20020160985', 'US20020160985A1', 'US20030004201A1', 'US20030049643', 'US20030049643A1', 'US20030050285', 'US20030050285A1', 'US20030069293', 'US20030069293A1', 'US20030073705', 'US20030083339', 'US20030096851', 'US20030096851A1', 'US20030166700', 'US20030166700A1', 'US20030187044', 'US20030187044A1', 'US20030198676', 'US20030198676A1', 'US20030199424', 'US20030199424A1', 'US20040053903', 'US20040053903A1', 'US20040067915', 'US20040067915A1', 'US20040102423', 'US20040102423A1', 'US20040116510', 'US20050059655', 'US20050209266', 'US20060009431', 'US20060014828', 'US20060014829', 'US20060160834', 'US20060189603', 'US20060217421', 'US20070010571', 'US20070032533', 'US20070037821', 'US20070191377', 'US20070238740', 'US20080194494', 'US20080255101', 'US20080268014', 'US20080287407', 'US20080293678', 'US20080293702', 'US20080293724', 'US20080306041', 'US20090005321', 'US20090012057', 'US20090018091', 'US20090042819', 'US20090048175', 'US20090053328', 'US20090054319', 'US20090054381', 'US20090075956', 'US20090118293', 'US20090118294', 'US20090131342', 'US20090131395', 'US20090176848', 'US20090186834', 'US20090192083', 'US20090192128', 'US20090203653', 'US20090215838', 'US20090253634', 'US20090253662', 'US20090299177A1', 'US20090305993', 'US20090306027', 'US20090306081', 'US20090312302', 'US20100069306', 'US20100093635', 'US20100120694', 'US20100152118', 'US20100240622', 'US20110046090', 'US20110046090A1', 'US20110160120', 'US20110195935', 'US20110269717', 'US20110269717A1', 'US20110319343', 'US20120034321', 'US20120088902', 'US5194379A', 'US5260322', 'US5260322A', 'US5334718', 'US5334718A', 'US5387601', 'US5387601A', 'US5409926A', 'US5468764', 'US5468764A', 'US5660813A', 'US5824696A', 'US6025380A', 'US6028091', 'US6028091A', 'US6034114', 'US6034114A', 'US6158438A', 'US6201002', 'US6300356', 'US6448280', 'US6448280B1', 'US6531482B1', 'US6589547', 'US6589547B1', 'US6653306', 'US6984633', 'US7279324', 'US7279324B2', 'US7282519', 'US7294344', 'US7294344B2', 'US7345053', 'US7396829', 'US7595313', 'US7838023', 'US7879802', 'US8034782', 'US8067414', 'US8067464', 'WO-9210179-A1', 'WO-9210180-A1', 'WO-9210181-A1', 'WO-9210182-A1', 'WO-9210183-A1', 'WO-9210184-A1', 'WO-9210185-A1', 'WO-9210186-A1', 'WO-9210187-A1', 'WO-9210188-A1', 'WO-9506410-A1', 'WO-9737589-A1', 'WO-9944590-A1', 'WO1992010179A1', 'WO1992010180A1', 'WO1992010181A1', 'WO1992010182A1', 'WO1992010183A1', 'WO1992010184A1', 'WO1992010185A1', 'WO1992010186A1', 'WO1992010187A1', 'WO1992010188A1', 'WO1992014543A1', 'WO1993020816A1', 'WO1994005289A1', 'WO1997002032A1', 'WO1997037589A1', 'WO1998030216A1', 'WO1999044590A1', 'WO2002059267A2', 'WO2002092081A1', 'WO2003077912A1', 'WO2005107384A2', 'WO2006020244A2', 'WO2006041855A2', 'WO2006086562A2', 'WO2006086653A2', 'WO2006091716A2', 'WO2006093864A1', 'WO2006099058A2', 'WO2006102071A1', 'WO2006110601A2', 'WO2006116499A1', 'WO2006124713A2', 'WO2007022531A2', 'WO2007041676A2', 'WO2007041681A2', 'WO2007059311A2', 'WO2007086884A2', 'WO2008002971A2', 'WO2008137318A1', 'WO2008151257A2', 'WO2009149279A2', 'WO2010009319A2', 'WO2010034118A1', 'WO2012037380A2', 'WO2014151200A2', 'WO2014151206A1', 'WO2015054500A2']"
C1=CC=C(C=C1)C2=NC3=NC(=CC(=O)N3N2)CC4=CC=C(C=C4)Cl,336.07778871600004,4.0,1.0,3.328800000000002,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0
 0 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 0 0 1 0 1 1 1 1 1 0 0 1 0 1 0 1 1 1 0 0 1
 1 0 1 0 0 0 1 0 0 1 1 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0
 1 0 0 1 0 0 1 1 1 0 0 0 0 1 1 1 1 1 0]",9.275119,155530070,None
CCC1=NC2=C(N1C3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)N=C(C=C2C)C,395.18584367200015,6.0,1.0,4.446840000000004,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
 0 1 0 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0
 1 0 0 1 0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 1 1 0 1 1 0 0
 1 1 1 1 0 0 0 1 1 0 1 0 1 1 1 1 0 1 0]",9.273524,123856,['SK-256890-A3']
